,Id,Texto,Sentimento,Timestamp,Usuario,Plataforma,Hashtags,Retweets,Curtidas,Pais,Ano,Mes,Dia,Hora
144,147,Ternura em uma mensagem sincera a um ente querido.,Ternura,2016-12-25 19:30:00, LoveExpress     ,Facebook, #Tenderness #LoveNote                         ,25.0,50.0,Reino Unido,2016,12,25,19
145,148,Despertar de emoção antes de uma viagem tão esperada.,Excitação,2018-03-10 09:45:00, TravelExcitement,Twitter, #Arousal #TravelAdventure                     ,20.0,40.0,India,2018,3,10,9
146,149,Entusiasmo por um novo projeto artístico em andamento.,Entusiasmo,2020-09-17 16:30:00, ArtisticSpirit  ,Instagram, #Enthusiasm #ArtisticProject                 ,15.0,30.0,EUA,2020,9,17,16
147,150,Sentir uma sensação de realização depois de ajudar os outros.,Realização,2011-08-28 18:45:00, HelperHeart     ,Facebook, #Fulfillment #HelpingOthers                  ,22.0,45.0,Canadá,2011,8,28,18
148,151,Reverência pelo significado histórico de um marco.,Reverence,2017-11-01 15:30:00, HistoryBuff     ,Twitter, #Reverence #HistoricalSite                   ,18.0,35.0,Austrália,2017,11,1,15
149,152,Exaltação depois de atingir um marco de condicionamento físico.,Euforia,2019-06-15 10:00:00, FitnessAchiever2,Instagram, #Elation #FitnessMilestone                   ,25.0,50.0,Reino Unido,2019,6,15,10
150,153,A euforia de um lançamento de produto bem-sucedido.,Euforia,2022-04-03 11:45:00, ProductLaunchJoy,Facebook, #Euphoria #ProductLaunchSuccess              ,15.0,30.0,EUA,2022,4,3,11
151,154,Contentamento no abraço de um ente querido.,Contentamento,2010-11-12 20:20:00, LovingEmbrace   ,Twitter, #Contentment #Love                             ,30.0,60.0,India,2010,11,12,20
152,155,Serenidade encontrada na beleza de um pôr do sol à beira-mar.,Serenidade,2011-07-22 18:30:00, SunsetWatcher2  ,Instagram, #Serenity #SunsetViews                       ,22.0,45.0,Canadá,2011,7,22,18
153,156,Gratidão pelas pequenas alegrias que cada dia traz.,Gratitude,2012-03-30 11:20:00, JoyfulHeart2    ,Facebook, #Gratitude #SmallJoys                        ,15.0,30.0,Austrália,2012,3,30,11
154,157,Esperançoso quanto ao potencial de crescimento pessoal.,Esperança,2013-10-05 16:40:00, GrowthOptimist  ,Twitter, #Hope #PersonalDevelopment                    ,18.0,35.0,Reino Unido,2013,10,5,16
155,158,Empoderamento através do aprendizado de uma nova habilidade.,Empoderamento,2014-07-10 13:15:00, SkillEmpower    ,Instagram, #Empowerment #SkillBuilding                   ,25.0,50.0,India,2014,7,10,13
156,159,Compaixão no voluntariado para uma instituição de caridade local.,Compaixão,2015-12-18 14:20:00, CharityVolunteer,Facebook, #Compassion #VolunteerWork                   ,18.0,35.0,EUA,2015,12,18,14
157,160,Ternura em um momento tranquilo compartilhado com um animal de estimação.,Ternura,2016-02-10 19:45:00, PetLove         ,Twitter, #Tenderness #PetLove                          ,25.0,50.0,Canadá,2016,2,10,19
158,161,Despertar de entusiasmo para um próximo festival.,Excitação,2017-09-25 11:30:00, FestivalFan     ,Instagram, #Arousal #FestivalExcitement               ,20.0,40.0,Reino Unido,2017,9,25,11
159,162,Entusiasmo por um projeto de reforma residencial DIY.,Entusiasmo,2018-04-15 16:00:00, DIYEnthusiast   ,Facebook, #Enthusiasm #HomeImprovement                 ,15.0,30.0,Austrália,2018,4,15,16
160,163,Realização em completar um quebra-cabeça desafiador.,Realização,2019-11-28 18:20:00, PuzzleMaster    ,Twitter, #Fulfillment #PuzzleChallenge                ,22.0,45.0,India,2019,11,28,18
161,164,Reverência pelas maravilhas da natureza em uma trilha de caminhada.,Reverence,2020-05-11 15:00:00, NatureAdmirer   ,Instagram, #Reverence #NatureExploration                ,18.0,35.0,EUA,2020,5,11,15
162,165,Exaltação após um reencontro surpresa com um amigo de infância.,Euforia,2021-02-05 09:30:00, ChildhoodJoy    ,Facebook, #Elation #FriendshipReunion                  ,25.0,50.0,Canadá,2021,2,5,9
163,166,Sofrendo de desespero após outro revés.,Desespero,2021-03-10 08:30:00, StrugglingSoul    ,Twitter, #Despair #Struggle                              ,5.0,10.0,EUA,2021,3,10,8
164,167,"Oprimido pela dor, sentindo muita falta de um ente querido.",Luto,2022-07-05 15:45:00, MourningHeart     ,Instagram, #Grief #Loss                                   ,8.0,15.0,Canadá,2022,7,5,15
165,168,A solidão surge à medida que a noite fica mais fria.,Solidão,2019-11-18 21:20:00, SolitarySoul      ,Facebook, #Loneliness #Isolation                         ,10.0,20.0,Reino Unido,2019,11,18,21
166,169,O ciúme me consome enquanto testemunho o sucesso dos outros.,Ciúme,2020-08-12 11:30:00, EnviousObserver   ,Twitter, #Jealousy #Envy                               ,12.0,25.0,India,2020,8,12,11
167,170,Ressentimento crescendo devido a traições passadas.,Ressentimento,2018-05-22 14:45:00, BitterHeart       ,Instagram, #Resentment #Bitterness                       ,7.0,15.0,Austrália,2018,5,22,14
168,171,A frustração aumenta à medida que os obstáculos bloqueiam meu caminho.,Frustração,2017-01-30 16:10:00, BlockedGoals      ,Facebook, #Frustration #Obstacles                       ,10.0,20.0,EUA,2017,1,30,16
169,172,"O tédio se instala, o dia parece infinitamente monótono.",Tédio,2016-09-28 19:45:00, BoredMind         ,Twitter, #Boredom #LackOfInterest                     ,8.0,15.0,Canadá,2016,9,28,19
170,173,"A ansiedade toma conta do meu coração, a preocupação turva meus pensamentos.",Ansiedade,2019-04-15 09:00:00, WorriedMind       ,Instagram, #Anxiety #Worry                               ,12.0,25.0,Reino Unido,2019,4,15,9
171,174,Intimidação pelo futuro desconhecido que temos pela frente.,Intimidação,2021-12-03 18:30:00, FearfulSoul       ,Facebook, #Intimidation #Fear                           ,15.0,30.0,India,2021,12,3,18
172,175,O desamparo se instala à medida que os desafios se acumulam.,Desamparo,2020-06-20 14:20:00, OverwhelmedHeart  ,Twitter, #Helplessness #Overwhelmed                    ,8.0,15.0,Austrália,2020,6,20,14
173,176,A inveja me corrói quando vejo a prosperidade dos outros.,Inveja,2018-11-07 11:30:00, CovetousMind     ,Instagram, #Envy #Desire                                ,10.0,20.0,Canadá,2018,11,7,11
174,177,O arrependimento pelas oportunidades perdidas assombra meus pensamentos.,Regret,2017-08-25 16:00:00, RemorsefulSoul   ,Facebook, #Regret #MissedChances                       ,12.0,25.0,Reino Unido,2017,8,25,16
175,178,Nojo ao ver injustiça e crueldade.,Nojo,2019-02-11 09:45:00, DisgustedHeart   ,Twitter, #Disgust #Injustice                          ,7.0,15.0,India,2019,2,11,9
176,179,"Afogando-me em desespero, a esperança escorregando por entre meus dedos.",Desespero,2016-04-02 20:20:00, HopelessHeart    ,Instagram, #Despair #Hopeless                           ,10.0,20.0,EUA,2016,4,2,20
177,180,"O luto pesa, as lágrimas são companheiras constantes.",Luto,2015-10-18 15:30:00, TearfulSoul      ,Facebook, #Grief #Tears                                ,12.0,25.0,Canadá,2015,10,18,15
178,181,"Solidão em uma sala lotada, um grito silencioso por conexão.",Solidão,2019-07-12 18:10:00, IsolatedMind     ,Twitter, #Loneliness #SeekingConnection              ,15.0,30.0,Reino Unido,2019,7,12,18
179,182,"O ciúme corrói minha confiança, uma emoção tóxica.",Ciúme,2018-06-03 16:30:00, SelfDoubt        ,Instagram, #Jealousy #Insecurity                       ,8.0,15.0,India,2018,6,3,16
180,183,"O ressentimento inflama, envenenando os relacionamentos.",Ressentimento,2022-01-15 12:00:00, BrokenTrust      ,Facebook, #Resentment #BrokenTrust                     ,10.0,20.0,Austrália,2022,1,15,12
181,184,"A frustração transborda, uma erupção vulcânica de emoções.",Frustração,2017-04-10 14:45:00, ExplosiveMind    ,Twitter, #Frustration #EmotionalOutburst             ,12.0,25.0,EUA,2017,4,10,14
182,185,"O tédio assenta como poeira, a vida parece mundana.",Tédio,2016-11-28 19:00:00, MundaneHeart     ,Instagram, #Boredom #Monotony                          ,7.0,15.0,Canadá,2016,11,28,19
183,186,"A ansiedade aperta meu peito, um aperto implacável em meus pensamentos.",Ansiedade,2018-09-05 09:30:00, RestlessMind     ,Facebook, #Anxiety #Restlessness                      ,10.0,20.0,Reino Unido,2018,9,5,9
184,187,"Intimidação pelos desafios que temos pela frente, o medo toma conta.",Intimidação,2021-10-22 18:30:00, FearfulJourney   ,Twitter, #Intimidation #FacingFear                   ,15.0,30.0,India,2021,10,22,18
185,188,"O desamparo me envolve, me afogando em um mar de problemas.",Desamparo,2019-05-08 14:20:00, OverwhelmedSoul  ,Instagram, #Helplessness #Struggling                   ,8.0,15.0,Austrália,2019,5,8,14
186,189,"A inveja envenena meus pensamentos, cobiçando o sucesso dos outros.",Inveja,2017-03-20 11:30:00, GreenEyedMonster ,Facebook, #Envy #Success                              ,10.0,20.0,Canadá,2017,3,20,11
187,190,Arrependimento pelas decisões que levaram a um presente doloroso.,Regret,2018-12-15 16:00:00, RegretfulMind    ,Twitter, #Regret #PastChoices                        ,12.0,25.0,EUA,2018,12,15,16
188,191,Repulsa pela corrupção que mancha a sociedade.,Nojo,2016-07-01 09:45:00, CorruptedHeart   ,Instagram, #Disgust #Corruption                        ,7.0,15.0,Reino Unido,2016,7,1,9
189,192,"Afundando em desespero, cada dia mais escuro que o anterior.",Desespero,2020-08-20 20:20:00, DrowningSoul     ,Facebook, #Despair #DarkDays                          ,10.0,20.0,India,2020,8,20,20
190,193,"A dor oprime, uma tempestade de emoções internas.",Luto,2021-02-25 15:30:00, StormyHeart      ,Twitter, #Grief #EmotionalStorm                      ,12.0,25.0,Canadá,2021,2,25,15
191,194,"A solidão ecoa em espaços vazios, ansiando por conexão.",Solidão,2019-09-12 18:10:00, EchoingSoul     ,Instagram, #Loneliness #YearningForConnection         ,15.0,30.0,Austrália,2019,9,12,18
192,195,"O ciúme envenena meus pensamentos, o ressentimento cresce dentro de mim.",Ciúme,2018-08-05 16:30:00, PoisonedMind    ,Facebook, #Jealousy #Resentment                       ,8.0,15.0,EUA,2018,8,5,16
193,196,"O ressentimento inflama, uma ferida que se recusa a cicatrizar.",Ressentimento,2017-01-12 12:00:00, UnforgivingSoul  ,Twitter, #Resentment #Unforgiving                    ,10.0,20.0,India,2017,1,12,12
194,197,"A frustração aumenta, uma tempestade de emoções.",Frustração,2022-04-05 14:45:00, ThunderingMind   ,Instagram, #Frustration #EmotionalOutburst            ,12.0,25.0,Reino Unido,2022,4,5,14
195,198,"O tédio persiste, uma poça estagnada de indiferença.",Tédio,2021-10-02 19:00:00, StagnantHeart    ,Facebook, #Boredom #Stagnation                        ,7.0,15.0,Canadá,2021,10,2,19
196,199,"Embarcar numa viagem de descoberta, alimentada pela curiosidade e pela sede de conhecimento.",Curiosidade,2023-04-15 10:15:00, InquisitiveMind   ,Twitter, #Curiosity #Learning                        ,15.0,30.0,EUA,2023,4,15,10
197,200,"Perdido no vasto mar de informação, uma onda indiferente no oceano digital.",Indiferença,2022-11-28 17:30:00, ApatheticObserver ,Instagram, #Indifference #DigitalOverload              ,7.0,15.0,Canadá,2022,11,28,17
198,201,"O complexo quebra-cabeça da vida me deixa num estado de confusão perpétua, buscando respostas no caos.",Confusão,2020-04-02 09:45:00, SeekingClarity    ,Facebook, #Confusion #LifePuzzle                     ,10.0,20.0,Reino Unido,2020,4,2,9
199,202,"Um entorpecimento toma conta de mim, um escudo contra as emoções avassaladoras que a vida lança em meu caminho.",Entorpecimento,2021-08-10 14:00:00, EmotionallyDistant ,Twitter, #Numbness #EmotionalShield                 ,8.0,15.0,India,2021,8,10,14
200,203,"Olhando o pôr do sol, uma saudade melancólica de momentos que escapam pelos dedos do tempo.",Melancolia,2019-06-18 20:45:00, SunsetDreamer     ,Instagram, #Melancholy #SunsetMoments                 ,12.0,25.0,Austrália,2019,6,18,20
201,204,"Revisitando fotografias antigas, apanhadas no abraço da sinfonia agridoce da nostalgia.",Nostalgia,2018-02-05 15:15:00, MemoryLaneTraveler ,Facebook, #Nostalgia #MemoryLane                     ,10.0,20.0,EUA,2018,2,5,15
202,205,"Dividido entre emoções conflitantes, uma ambivalência que pinta minhas decisões com tons de incerteza.",Ambivalência,2022-05-30 11:30:00, MixedFeelings     ,Twitter, #Ambivalence #UncertainChoices             ,12.0,25.0,Canadá,2022,5,30,11
203,206,"Abraçando o fluxo e refluxo da vida, encontrando aceitação na dança da existência.",Aceitação,2023-01-10 16:20:00, ZenLifestyle      ,Instagram, #Acceptance #LifeJourney                   ,15.0,30.0,Reino Unido,2023,1,10,16
204,207,"Enfrentar os desafios de frente, uma determinação que alimenta o fogo interior para alcançar o impossível.",Determinação,2020-09-18 13:45:00, ResilientSpirit   ,Facebook, #Determination #AchieveTheImpossible       ,10.0,20.0,India,2020,9,18,13
205,208,"Serenidade encontrada na quietude da natureza, um retiro tranquilo do caos do mundo moderno.",Serenidade,2021-07-03 19:00:00, NatureSoul        ,Twitter, #Serenity #NatureRetreat                   ,12.0,25.0,Austrália,2021,7,3,19
206,209,"A curiosidade me levando pela toca do coelho do conhecimento, um eterno aluno na sala de aula da vida.",Curiosidade,2022-10-08 08:15:00, EternalLearner    ,Instagram, #Curiosity #KnowledgeQuest                ,20.0,40.0,EUA,2022,10,8,8
207,210,"Flutuando durante o dia com um ar de indiferença, desligado dos acontecimentos mundanos ao redor.",Indiferença,2023-03-22 16:30:00, AloofObserver     ,Facebook, #Indifference #FloatingThroughLife        ,10.0,20.0,Canadá,2023,3,22,16
208,211,"Enredado na teia de pensamentos, a confusão reinando enquanto navego no labirinto de ideias.",Confusão,2021-05-15 11:45:00, ThoughtExplorer   ,Twitter, #Confusion #ThoughtLabyrinth              ,15.0,30.0,Reino Unido,2021,5,15,11
209,212,"Insensível ao caos, emoções trancadas, uma fachada estóica que esconde a turbulência interior.",Entorpecimento,2019-12-28 14:30:00, StoicSoul         ,Instagram, #Numbness #StoicFacade                    ,8.0,15.0,Austrália,2019,12,28,14
210,213,"A melancolia sussurra na brisa, uma conversa silenciosa com ecos de sonhos esquecidos.",Melancolia,2020-03-01 19:00:00, DreamerInSilence  ,Facebook, #Melancholy #WhispersInTheBreeze         ,12.0,25.0,India,2020,3,1,19
211,214,"Tropeçando em um diário antigo, a nostalgia inundando-me em ondas, levando-me a momentos há muito passados.",Nostalgia,2018-07-10 15:45:00, JournalKeeper     ,Twitter, #Nostalgia #JournalMoments               ,10.0,20.0,Canadá,2018,7,10,15
212,215,"Uma tapeçaria de sentimentos conflitantes, entrelaçados na incerteza, presos nos fios da ambivalência.",Ambivalência,2022-01-05 10:30:00, ThreadWeaver      ,Instagram, #Ambivalence #ConflictingFeelings        ,12.0,25.0,Reino Unido,2022,1,5,10
213,216,"Abraçar os defeitos, encontrar aceitação na imperfeição, uma jornada rumo ao amor próprio.",Aceitação,2021-08-20 16:20:00, SelfLoveAdvocate  ,Facebook, #Acceptance #SelfLoveJourney              ,15.0,30.0,Austrália,2021,8,20,16
214,217,"Determinação queimando como fogo, superando obstáculos, transformando sonhos em realidade.",Determinação,2019-11-03 13:45:00, DreamChaser       ,Twitter, #Determination #DreamsIntoReality        ,18.0,35.0,EUA,2019,11,3,13
215,218,"Momentos tranquilos à beira-mar, serenidade, um retiro tranquilo no abraço das ondas.",Serenidade,2020-04-12 19:30:00, OceanSoul         ,Instagram, #Serenity #OceanRetreat                   ,25.0,50.0,Canadá,2020,4,12,19
216,219,"Explorando novos horizontes com a centelha da curiosidade, um aventureiro na vasta paisagem do conhecimento.",Curiosidade,2022-04-15 08:45:00, HorizonExplorer   ,Facebook, #Curiosity #NewHorizons                  ,22.0,45.0,India,2022,4,15,8
217,220,"Vagando ao longo do dia com uma atitude indiferente, abraçando a arte da indiferença.",Indiferença,2023-02-10 17:00:00, NonchalantSpirit  ,Twitter, #Indifference #DriftingThroughLife       ,9.0,18.0,Reino Unido,2023,2,10,17
218,221,"Lutando com pensamentos, uma mente perplexa perdida no labirinto das complexidades da vida.",Confusão,2020-08-05 12:15:00, ComplexThinker    ,Instagram, #Confusion #PerplexedMind                ,14.0,28.0,Austrália,2020,8,5,12
219,222,"Imerso num estado de entorpecimento emocional, um escudo contra a tempestade das lutas diárias.",Entorpecimento,2021-12-01 15:30:00, ShieldedHeart     ,Facebook, #Numbness #EmotionalShield               ,10.0,20.0,EUA,2021,12,1,15
220,223,"Uma sinfonia melancólica tocando ao fundo, a trilha sonora de um coração melancólico.",Melancolia,2019-03-25 21:00:00, SymphonySoul      ,Twitter, #Melancholy #WistfulHeart                ,13.0,26.0,Canadá,2019,3,25,21
221,224,"Folheando as páginas de um antigo anuário, a nostalgia pinta sorrisos e lágrimas em meu rosto.",Nostalgia,2017-06-18 14:45:00, YearbookExplorer  ,Instagram, #Nostalgia #YearbookMemories            ,12.0,25.0,India,2017,6,18,14
222,225,"Dividido entre emoções opostas, uma ambivalência que colore minhas decisões com tons de incerteza.",Ambivalência,2022-07-08 11:30:00, DecisiveDilemma   ,Facebook, #Ambivalence #ShadesOfUncertainty       ,15.0,30.0,Austrália,2022,7,8,11
223,226,"Abraçando as imperfeições da vida, encontrando aceitação na jornada, com cicatrizes e tudo.",Aceitação,2023-05-15 16:20:00, ImperfectHarmony  ,Twitter, #Acceptance #ImperfectJourney            ,18.0,36.0,Canadá,2023,5,15,16
224,227,"Uma determinação ardente queimando por dentro, alimentada pela visão de alcançar alturas incomparáveis.",Determinação,2021-09-10 14:45:00, VisionarySpirit   ,Instagram, #Determination #UnparalleledHeights      ,20.0,40.0,Reino Unido,2021,9,10,14
225,228,"Aquecer-se na serenidade de uma floresta tranquila, onde os sussurros da natureza trazem paz à alma.",Serenidade,2020-02-28 18:30:00, ForestDreamer     ,Facebook, #Serenity #NatureWhispers                ,25.0,50.0,EUA,2020,2,28,18
226,231,"Indiferente ao barulho do mundo, observador silencioso em meio à cacofonia da vida.",Indiferença,2023-03-10 16:30:00, SilentSpectator   ,Instagram, #Indifference #SilentObserver            ,9.0,18.0,India,2023,3,10,16
227,232,"Navegando pelo labirinto de pensamentos, a confusão é uma companheira constante no labirinto de ideias.",Confusão,2021-05-02 11:45:00, MazeNavigator     ,Facebook, #Confusion #ThoughtLabyrinth              ,14.0,28.0,Austrália,2021,5,2,11
228,233,"Um entorpecimento impenetrável me protege das tempestades emocionais, uma fortaleza de resiliência estóica.",Entorpecimento,2019-10-18 14:30:00, ResilientFortress ,Twitter, #Numbness #StoicResilience               ,11.0,22.0,Reino Unido,2019,10,18,14
229,234,"A melancolia pinta o mundo em tons de nostalgia, uma tela de memórias agridoces.",Melancolia,2020-01-05 20:00:00, CanvasDreamer     ,Instagram, #Melancholy #BittersweetMemories         ,13.0,26.0,EUA,2020,1,5,20
230,235,"Uma viagem ao passado, folheando as páginas de um antigo diário, com a nostalgia assumindo a liderança.",Nostalgia,2018-08-10 15:45:00, DiaryExplorer     ,Facebook, #Nostalgia #DiaryJourney                 ,12.0,25.0,Canadá,2018,8,10,15
231,236,"A ambivalência turva decisões, apanhadas na encruzilhada de emoções conflitantes.",Ambivalência,2022-01-15 10:30:00, CrossroadsTraveler ,Twitter, #Ambivalence #ConflictingEmotions        ,15.0,30.0,India,2022,1,15,10
232,237,"Abraçando as imperfeições, encontrando aceitação no mosaico do belo caos da vida.",Aceitação,2021-07-20 16:20:00, MosaicDreamer     ,Instagram, #Acceptance #BeautifulChaos              ,18.0,36.0,Austrália,2021,7,20,16
233,238,"Determinação como força motriz, impulsionando-me no caminho de conquistas extraordinárias.",Determinação,2019-12-03 13:45:00, PathfinderSpirit  ,Facebook, #Determination #ExtraordinaryPath        ,20.0,40.0,EUA,2019,12,3,13
234,239,"Buscando a serenidade na melodia das gotas de chuva, uma fuga tranquila do barulho do dia a dia.",Serenidade,2020-04-12 19:30:00, RaindropHarmony   ,Twitter, #Serenity #RaindropMelody                ,25.0,50.0,Canadá,2020,4,12,19
235,240,"A curiosidade impulsiona a exploração do desconhecido, um buscador de conhecimento em territórios inexplorados.",Curiosidade,2022-05-08 08:45:00, SeekerOfUnknowns  ,Instagram, #Curiosity #SeekerOfKnowledge            ,22.0,45.0,Reino Unido,2022,5,8,8
236,241,"Vagando pelo dia com ar de indiferença, indiferente às trivialidades da vida.",Indiferença,2023-02-22 17:00:00, NonchalantWanderer,Facebook, #Indifference #DriftingThroughLife       ,9.0,18.0,India,2023,2,22,17
237,242,"Perdido no labirinto de pensamentos, a confusão lançando sombras na busca pela clareza.",Confusão,2020-06-05 12:15:00, ShadowedSeeker    ,Twitter, #Confusion #LabyrinthOfThoughts          ,14.0,28.0,Austrália,2020,6,5,12
238,243,"Envolto no manto do entorpecimento emocional, um escudo contra as tempestades da turbulência da vida.",Entorpecimento,2021-11-30 15:30:00, TurbulentShield   ,Instagram, #Numbness #EmotionalStorms               ,10.0,20.0,Canadá,2021,11,30,15
239,244,"A melancolia como companheira, pintando a tela da vida com as pinceladas da saudade melancólica.",Melancolia,2019-02-25 21:00:00, WistfulPainter    ,Facebook, #Melancholy #WistfulYearning             ,13.0,26.0,Reino Unido,2019,2,25,21
240,245,"Folheando as páginas de um antigo álbum de fotos, a nostalgia tece histórias de risos e lágrimas.",Nostalgia,2017-05-18 14:45:00, TaleWeaver        ,Twitter, #Nostalgia #PhotoAlbumStories            ,12.0,25.0,EUA,2017,5,18,14
241,246,"Ambivalência no ar, presa na encruzilhada de emoções e decisões conflitantes.",Ambivalência,2022-08-05 11:30:00, CrossroadsExplorer,Instagram, #Ambivalence #CrossroadsConfusion        ,15.0,30.0,Canadá,2022,8,5,11
242,247,"Abraçando a beleza das imperfeições, encontrando aceitação no mosaico da arte imprevisível da vida.",Aceitação,2023-06-15 16:20:00, MosaicArtist      ,Facebook, #Acceptance #UnpredictableArt            ,18.0,36.0,Austrália,2023,6,15,16
243,248,"Determinação em chamas, abrindo caminho através dos desafios, esculpindo sonhos em realidades tangíveis.",Determinação,2021-10-10 14:45:00, DreamSculptor     ,Twitter, #Determination #SculptingDreams          ,20.0,40.0,Reino Unido,2021,10,10,14
244,249,"Mergulhe na serenidade de uma noite de luar, onde os sussurros tranquilos da natureza trazem paz à alma.",Serenidade,2020-05-12 19:30:00, MoonlitSoul       ,Instagram, #Serenity #MoonlitPeace                  ,25.0,50.0,EUA,2020,5,12,19
245,250,"Alimentado pela curiosidade, aventurando-se em reinos desconhecidos, um destemido explorador dos mistérios do mundo.",Curiosidade,2022-12-01 09:15:00, FearlessExplorer  ,Facebook, #Curiosity #FearlessExplorer              ,22.0,44.0,India,2022,12,1,9
246,251,"Envolto no manto do entorpecimento emocional, um escudo contra as tempestades da turbulência da vida.",Entorpecimento,2021-11-30 15:30:00, TurbulentShield ,Instagram, #Numbness #EmotionalStorms ,10.0,20.0,Canadá,2021,11,30,15
247,252,"Dançando pela vida com a exuberância de um espírito despreocupado, abraçando a alegria e o entusiasmo a cada passo.",Entusiasmo,2018-07-12 17:45:00, JoyfulDancer ,Twitter, #Zest #CarefreeSpirit ,15.0,30.0,EUA,2018,7,12,17
248,253,"Aquecendo-se no brilho dourado do contentamento, um rio sereno fluindo pela paisagem do coração.",Contentamento,2020-09-05 20:10:00, SereneBasker ,Facebook, #Contentment #GoldenGlow ,18.0,36.0,Austrália,2020,9,5,20
249,254,"Olhando para o horizonte com olhos esperançosos, pintando uma tela de sonhos iluminada pelo sol do otimismo.",Esperançoso,2022-04-18 08:00:00, DreamPainter ,Instagram, #Hopeful #CanvasOfDreams ,12.0,24.0,India,2022,4,18,8
250,255,"Alto, orgulhoso como um carvalho, os galhos da conquista alcançando o céu da realização.",Orgulhoso,2019-12-10 12:20:00, OakAchiever ,Twitter, #Proud #BranchesOfAchievement ,25.0,50.0,Canadá,2019,12,10,12
251,256,"Um coração transbordando de gratidão, um jardim onde o apreço floresce no solo da bondade e da conexão.",Grateful,2023-02-28 09:45:00, HeartGardener ,Facebook, #Grateful #BlossomingConnection ,20.0,40.0,EUA,2023,2,28,9
252,257,"Estendendo a mão, fios empáticos tecem uma tapeçaria de compreensão, abraçando as alegrias e tristezas dos outros.",Empático,2018-04-03 14:15:00, ThreadWeaver ,Instagram, #Empathetic #TapestryOfUnderstanding ,15.0,30.0,Reino Unido,2018,4,3,14
253,258,"Nuvens compassivas, carregadas de cuidado, derramando empatia sobre o terreno árido do sofrimento humano.",Compassivo,2022-06-20 10:30:00, CloudCaretaker ,Twitter, #Compassionate #ShowerOfEmpathy ,18.0,36.0,Austrália,2022,6,20,10
254,259,"Dançando alegremente na chuva de risadas, um espírito caprichoso girando nas poças de alegria e leveza.",Brincalhão,2020-07-08 18:00:00, RainDancer ,Facebook, #Playful #DanceInTheRain ,22.0,44.0,Canadá,2020,7,8,18
255,260,"Voando nas asas de um espírito livre, livre das correntes da conformidade, pintando o céu com independência.",Free-spirited,2021-08-15 11:10:00, SkyPainter ,Instagram, #FreeSpirit #PaintingTheSky ,20.0,40.0,India,2021,8,15,11
256,261,"Banhada pelo brilho da inspiração, uma fênix criativa que surge das cinzas dos pensamentos comuns para explorar novos reinos.",Inspirado,2019-10-25 16:50:00, PhoenixExplorer ,Twitter, #Inspired #CreativePhoenix ,15.0,30.0,Reino Unido,2019,10,25,16
257,262,"Navegando no mar da esperança, navegando em direção ao nascer do sol das possibilidades, confiante no navio da antecipação positiva.",Esperançoso,2023-10-05 07:30:00, SunriseNavigator ,Facebook, #Hopeful #SunriseOfPossibilities ,12.0,24.0,EUA,2023,10,5,7
258,263,"Caminhando com confiança, pegadas de autoconfiança impressas nas areias dos desafios conquistados e das vitórias conquistadas.",Confiante,2022-02-15 13:15:00, SandStrider ,Instagram, #Confident #FootprintsOfAssuredness ,25.0,50.0,Austrália,2022,2,15,13
259,264,"Perdido na sinfonia da noite, uma serenata ao luar que sussurra histórias de desejo de viajar e sonhos ao luar.",Serenidade,2021-05-08 22:00:00, NightSerenader ,Twitter, #Serenity #MoonlitSerenade ,13.0,26.0,Canadá,2021,5,8,22
260,265,"Revelando as camadas da curiosidade, um labirinto de questões que conduzem aos tesouros do conhecimento não descoberto.",Curiosidade,2020-11-29 14:45:00, KnowledgeSeeker ,Instagram, #Curiosity #LabyrinthOfQuestions ,17.0,34.0,EUA,2020,11,29,14
261,266,"No abraço da brisa outonal, folhas da ambivalência dançando numa valsa entre escolhas e incertezas.",Ambivalência,2019-09-14 10:20:00, BreezeWaltzer ,Facebook, #Ambivalence #AutumnWaltz ,14.0,28.0,Reino Unido,2019,9,14,10
262,267,"A gratidão como estrela-guia, navegando na constelação de bênçãos no vasto universo dos momentos preciosos da vida.",Grateful,2022-03-12 19:55:00, StarNavigator ,Twitter, #Grateful #GuidingStar ,19.0,38.0,Austrália,2022,3,12,19
263,268,"Com o coração entusiasmado, correndo pelos campos do entusiasmo, perseguindo os raios de sol e as risadas nos prados da alegria.",Entusiasmo,2023-03-30 16:30:00, MeadowSprinter ,Instagram, #Zest #FieldsOfEnthusiasm ,16.0,32.0,India,2023,3,30,16
264,269,"Uma chuva compassiva, lágrimas de empatia caindo suavemente, nutrindo as sementes da bondade no jardim das conexões humanas.",Compassivo,2021-07-01 12:10:00, RainNurturer ,Facebook, #Compassionate #TearsOfEmpathy ,21.0,42.0,Canadá,2021,7,1,12
265,270,"Escalando com orgulho os picos das conquistas, um montanhista vencendo desafios e fincando a bandeira do sucesso.",Orgulhoso,2020-01-05 08:45:00, PeakConqueror ,Twitter, #Proud #ScalingPeaks ,23.0,46.0,EUA,2020,1,5,8
266,271,"Abraçado pelo amanhecer esperançoso, um jardineiro semeando sementes de otimismo, cuidando do florescimento de um amanhã melhor.",Esperançoso,2022-07-17 06:15:00, DawnGardener ,Instagram, #Hopeful #SeedsOfOptimism ,14.0,28.0,Reino Unido,2022,7,17,6
267,272,"Uma escapadela divertida no carnaval da vida, risos em carrossel e sonhos de algodão doce girando na atmosfera alegre.",Brincalhão,2018-08-22 17:20:00, CarnivalDreamer ,Facebook, #Playful #CarnivalEscapade ,24.0,48.0,Austrália,2018,8,22,17
